Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:305;¶ 610;;"""Monitors and observes the deployed AI/ML inference workloads in the near edge environments using ACM and Red Hat OpenShift Observability.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Environments, T8. Observability, Monitoring & Diagnostics: Monitoring, T8. Observability, Monitoring & Diagnostics: Red Hat OpenShift Observability, T9. Optimised AI/ML Execution at the Edge: AI/ML Inference;4;;610;610;1;4/5/25;9/14/25
1:306;¶ 612;;"""Packages different types of AI/ML models and serving runtimes into container images using Red Hat OpenShift Pipelines.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: AI/ML Inference, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T15. DevOps, CI/CD & Build Environments for Edge: Containerized Deployments, T15. DevOps, CI/CD & Build Environments for Edge: OCI-compliant Runtimes, T15. DevOps, CI/CD & Build Environments for Edge: Red Hat OpenShift Pipelines;5;;612;612;1;4/5/25;9/14/25
1:307;¶ 614;;"""Continuously reconcile the state of the AI/ML workloads with the core cluster using ACM's pull model with Argo CD.""";[ATLAS] - Codifying Fragments;T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T10. Resource Efficiency & Performance Optimisation: workload, T11 – Stream Processing & Event‑Driven Architectures (Edge): Continuous Streaming Data Source;3;;614;614;1;4/5/25;9/14/25
1:308;¶ 616;;"""Collect metrics of the AI/ML workloads and send them to the core cluster using Red Hat OpenShift Observability and ACM.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T4. Modular Edge Architecture & Service Orchestration: Core Services, T8. Observability, Monitoring & Diagnostics: Metrics Collection, T8. Observability, Monitoring & Diagnostics: Monitoring, T8. Observability, Monitoring & Diagnostics: Red Hat OpenShift Observability;5;;616;616;1;4/5/25;9/14/25
1:309;¶ 618;;"""MicroShift is safe to change; it has means to automatically recover from faulty software or configuration updates that would render it unmanageable or non-operational.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Continuity, T8. Observability, Monitoring & Diagnostics: Recovery Mechanism, T10. Resource Efficiency & Performance Optimisation: Fault Tolerance, T12. Data Storage, Persistence & Caching: Backup and Restore Functionality, T14. Edge Development Frameworks & Programmability: Error Handling;5;;618;618;1;4/5/25;9/14/25
1:310;¶ 620;;"""MicroShift makes frugal use of system resources. It runs on <1GB RAM and <1 CPU core (Intel Atom- or ARM Cortex-class).""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T10. Resource Efficiency & Performance Optimisation: Available Resources, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;5;;620;620;1;4/5/25;9/14/25
1:311;¶ 622;;"""MicroShift does not require Kubernetes-expertise to configure, deploy, or lifecycle-manage it; Linux admins will find it behaves like any other Linux workload.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Lifecycle Management, T13. Sensor Abstraction & Hardware Interface Integration: Linux Workload, T14. Edge Development Frameworks & Programmability: Easy Development Features, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;4;;622;622;1;4/5/25;9/14/25
1:312;¶ 624;;"""MicroShift instances should run with least privileges."" ""MicroShift should minimize the number of open network ports.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Network Configuration, T2. Security, Privacy & Trust Management: Access Control, T2. Security, Privacy & Trust Management: Security Settings, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;624;624;1;4/5/25;9/14/25
1:313;¶ 626;;"""MicroShift is binary compatible with OpenShift and Kubernetes conforming.""";[ATLAS] - Codifying Fragments;T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Interoperability of Different Services, T10. Resource Efficiency & Performance Optimisation: compatibility issues;3;;626;626;1;4/5/25;9/14/25
1:314;¶ 628;;"""Minimal core: We keep MicroShift to a minimal set of functionality, but provide mechanisms for extension.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Extensibility, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T10. Resource Efficiency & Performance Optimisation: Minimal Functionality;4;;628;628;1;4/5/25;9/14/25
1:316;¶ 768;;"""Patterns are composed of services and depend on a successful service build.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Continuity, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Services, T10. Resource Efficiency & Performance Optimisation: Service Accessibility, T14. Edge Development Frameworks & Programmability: Service Build;5;;768;768;1;4/5/25;9/14/25
1:317;¶ 770;;"""There is one implementation of each script with a copy in every base service (e.g. base-ubuntu).""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Base Service Configuration, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Services;3;;770;770;1;4/5/25;9/14/25
1:318;¶ 772;;"""The service container for the yolo service is built from the base-ubuntu container.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Base Service Configuration, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Container Management, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Container, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode;5;;772;772;1;4/5/25;9/14/25
1:319;¶ 774;;"""Multiple architectures are supported through the build.json configuration file.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Multiple Architectures, T10. Resource Efficiency & Performance Optimisation: Scalability;2;;774;774;1;4/5/25;9/14/25
1:320;¶ 776;;"""Call the hzn_init() function with no arguments and expect a non-zero length string as result.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T7. Infrastructure Automation & Configuration Management: Non-Zero Length String, T10. Resource Efficiency & Performance Optimisation: Expectation Management, T14. Edge Development Frameworks & Programmability: Function Call;4;;776;776;1;4/5/25;9/14/25
1:321;¶ 778;;"""If the environment variable HZN_EXCHANGE_APIKEY is defined and the pattern is found in the exchange, the details for the pattern will be downloaded and added to the status.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Security Settings, T8. Observability, Monitoring & Diagnostics: Status Notification, T11 – Stream Processing & Event‑Driven Architectures (Edge): Pattern Detection;3;;778;778;1;4/5/25;9/14/25
1:322;¶ 780;;"""Nodes registered with a pattern may be tested with the make nodes-test command.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Node Registration, T11 – Stream Processing & Event‑Driven Architectures (Edge): Pattern Testing, T14. Edge Development Frameworks & Programmability: Command Execution;3;;780;780;1;4/5/25;9/14/25
1:323;¶ 782;;"""Performs nodes-clean and then purges bluehorizon, horizon, and horizon-cli packages from node.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Node Management, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T7. Infrastructure Automation & Configuration Management: Package Purging;3;;782;782;1;4/5/25;9/14/25
1:324;¶ 784;;"""When a service container is instantiated on a node it is provided with a set of environment variables by the Open Horizon edge fabric.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T7. Infrastructure Automation & Configuration Management: Configuration Management, T7. Infrastructure Automation & Configuration Management: Environment Variables, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode;5;;784;784;1;4/5/25;9/14/25
1:325;¶ 786;;"""This service continuously updates the CPU percentage utilization with a value between 0.0 and 100.0.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T8. Observability, Monitoring & Diagnostics: Monitoring, T10. Resource Efficiency & Performance Optimisation: CPU Utilization;3;;786;786;1;4/5/25;9/14/25
1:326;¶ 788;;"""The build process currently only supports building single Docker container image and uses a single Dockerfile for all architectures.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Multiple Architectures, T14. Edge Development Frameworks & Programmability: Service Build, T15. DevOps, CI/CD & Build Environments for Edge: Container Image Building, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode, T15. DevOps, CI/CD & Build Environments for Edge: Single Dockerfile Usage;5;;788;788;1;4/5/25;9/14/25
1:327;¶ 790;;"""HZN_EXCHANGE_URL - the exchange host URL""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Access Control;1;;790;790;1;4/5/25;9/14/25
1:328;¶ 792;;"""HZN_ORGANIZATION - the organization for the service (e.g. github@dcmartin.com)""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Application Registration, T14. Edge Development Frameworks & Programmability: Custom Solutions;2;;792;792;1;4/5/25;9/14/25
1:329;¶ 794;;"""The script detects if an executable program exists with the name of the service and .sh appended; if it does exist, the executable is invoked as a background process.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Executable Detection, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T9. Optimised AI/ML Execution at the Edge: Background Process Invocation;3;;794;794;1;4/5/25;9/14/25
1:330;¶ 796;;"""The last section of the run.sh script utilizes the socat utility to listen on a designated port and respond by invoking the service.sh script.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Listening Address, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Service Invocation, T14. Edge Development Frameworks & Programmability: Command Execution, T14. Edge Development Frameworks & Programmability: Script Utilization;5;;796;796;1;4/5/25;9/14/25
1:331;¶ 704;;"""The primary goal of thin-edge.io is to simplify the connection of edge devices to the cloud by providing a secure and reliable cloud connectivity as well as a device management agent.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Security Settings, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Reliable Cloud Connectivity, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Simplified Cloud Connectivity, T13. Sensor Abstraction & Hardware Interface Integration: Edge Device Connection;6;;704;704;1;4/5/25;9/14/25
1:332;¶ 706;;"""The main motivation to use Rust is security: Rust avoids many security vulnerabilities and threading issues at compile time. With the type system of Rust you write software that is free from typical security flaws: undefined behavior, data races or any memory safety issues.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Privacy Measures, T2. Security, Privacy & Trust Management: Security Settings, T9. Optimised AI/ML Execution at the Edge: Memory Management, T12. Data Storage, Persistence & Caching: Data Integrity;4;;706;706;1;4/5/25;9/14/25
1:334;¶ 710;;"""Efficiency - thin-edge.io lets users build applications that can run on constrained device hardware and with limited bandwidth networks.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Low Bandwidth, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Effective Provisioning, T10. Resource Efficiency & Performance Optimisation: Efficiency, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;5;;710;710;1;4/5/25;9/14/25
1:335;¶ 712;;"""Interoperability - thin-edge.io lets the users integrate components producing or consuming telemetry data, northbound with cloud platforms, southbound with sensors as well as for east-west communication between analytics components.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Bi-Directional Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Interoperability of Different Services, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;4;;712;712;1;4/5/25;9/14/25
1:336;¶ 714;;"""MQTT client libraries are available for 25+ programming languages (see MQTT.org]).""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T1. Edge Connectivity & Communication Protocols: Multi-Language Protocol;3;;714;714;1;4/5/25;9/14/25
1:337;¶ 716;;"""Using an IPC mechanism (and not a library) makes it easier to dynamically plug together components during runtime (instead of recompiling the software).""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Component Management, T4. Modular Edge Architecture & Service Orchestration: Dynamic Component Integration, T9. Optimised AI/ML Execution at the Edge: Runtime Optimization, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T14. Edge Development Frameworks & Programmability: Easy Development Features;5;;716;716;1;4/5/25;9/14/25
1:338;¶ 718;;"""Multi-cloud - thin-edge.io enables users to connect their edge devices with multiple clouds. The actual cloud used can be decided at run-time by the end-user.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Device Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Multi-cloud, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Reliable Cloud Connectivity, T14. Edge Development Frameworks & Programmability: User-defined Modules;5;;718;718;1;4/5/25;9/14/25
1:339;¶ 632;;"""OpenVINO™ Model Server can be scaled vertically by adding more resources or horizontally by adding more instances of the service on multiple hosts.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Services, T10. Resource Efficiency & Performance Optimisation: Scalability;3;;632;632;1;4/5/25;9/14/25
1:340;¶ 634;;"""They allow employing a dynamic library developed in C++ or C to perform arbitrary data transformations.""";[ATLAS] - Codifying Fragments;T11 – Stream Processing & Event‑Driven Architectures (Edge): Data Transformation and Alerting Services, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration, T14. Edge Development Frameworks & Programmability: Dynamic Library Usage, T14. Edge Development Frameworks & Programmability: Programming Language Support;4;;634;634;1;4/5/25;9/14/25
1:341;¶ 636;;"""By default, the OpenVINO Model Server containers start with the security context of a local account ovms with Linux UID 5000.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Security Context, T2. Security, Privacy & Trust Management: User Authentication;2;;636;636;1;4/5/25;9/14/25
1:342;¶ 638;;"""The model format for the deployment is identical regardless of the employed accelerators.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Model Deployment, T10. Resource Efficiency & Performance Optimisation: compatibility issues, T10. Resource Efficiency & Performance Optimisation: Performance Variability, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment;4;;638;638;1;4/5/25;9/14/25
1:343;¶ 640;;"""OpenVINO™ Model Server can be tuned to a single client use case or a high concurrency.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: High Concurrency, T10. Resource Efficiency & Performance Optimisation: Scalability, T10. Resource Efficiency & Performance Optimisation: Single Client Use Case;3;;640;640;1;4/5/25;9/14/25
1:344;¶ 642;;"""The PERFORMANCE_HINT plugin config property enables you to specify a performance mode for the plugin.""";[ATLAS] - Codifying Fragments;T7. Infrastructure Automation & Configuration Management: Configuration Management, T10. Resource Efficiency & Performance Optimisation: Model Performance, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T10. Resource Efficiency & Performance Optimisation: Performance Variability;4;;642;642;1;4/5/25;9/14/25
1:345;¶ 644;;"""The execute function should not modify the buffers storing the input data because that would alter the data which potentially might be used in other pipeline nodes.""";[ATLAS] - Codifying Fragments;T11 – Stream Processing & Event‑Driven Architectures (Edge): Processing Pipeline, T12. Data Storage, Persistence & Caching: Data Integrity, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Data Usage Control;3;;644;644;1;4/5/25;9/14/25
1:346;¶ 758;;"""The application architecture consists of two main parts that should be run separately; the Dashboard and the Processor.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Application Architecture, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T14. Edge Development Frameworks & Programmability: Dashboard Functionality;3;;758;758;1;4/5/25;9/14/25
1:347;¶ 760;;"""The Core creates an internal thread to perform the actual processing in a multithreaded fashion. This way, we can ensure that the Core is always listening on the cmd_queue, even while processing videos.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Asynchronous Communication, T4. Modular Edge Architecture & Service Orchestration: Core Services, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T9. Optimised AI/ML Execution at the Edge: Multi-threading, T9. Optimised AI/ML Execution at the Edge: Parallel Processing, T11 – Stream Processing & Event‑Driven Architectures (Edge): Real-time Processing Needs;6;;760;760;1;4/5/25;9/14/25
1:348;¶ 762;;"""If the Core component is not ready yet, the API will wait until the Core is up and ready and the queues are accessible.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T9. Optimised AI/ML Execution at the Edge: Waiting Mechanism, T11 – Stream Processing & Event‑Driven Architectures (Edge): Queue Management, T13. Sensor Abstraction & Hardware Interface Integration: API Readiness;4;;762;762;1;4/5/25;9/14/25
1:349;¶ 764;;"""We have achieved shippability and accessibility by 'Dockerizing' the Smart Social Distancing application.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: Service Accessibility, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode;2;;764;764;1;4/5/25;9/14/25
1:350;¶ 766;;"""Users can access these statistics through the Dashboard at any time.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Access Control, T14. Edge Development Frameworks & Programmability: Dashboard Functionality, T14. Edge Development Frameworks & Programmability: User Interaction;3;;766;766;1;4/5/25;9/14/25
1:351;¶ 646;;""":::warning The implementation has not been audited by security experts. If you plan to expose Viseron to the internet I suggest coupling it with alternate authentication methods as well, such as Cloudflare Access or a VPN.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Perimeter Security, T2. Security, Privacy & Trust Management: Security Audit, T2. Security, Privacy & Trust Management: Security Settings;4;;646;646;1;4/5/25;9/14/25
1:352;¶ 648;;"""At the moment there is no way to add more users through the web interface. This will be added in a future release.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: Future Enhancements, T14. Edge Development Frameworks & Programmability: User Interaction, T14. Edge Development Frameworks & Programmability: Web-Based Interface;3;;648;648;1;4/5/25;9/14/25
1:353;¶ 652;;"""Viserons config consists of components. Every component provides different sets of domains (such as cameras, object detection, motion detection etc). These domains are then tied together, providing the full capabilities of Viseron.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Component Configuration, T4. Modular Edge Architecture & Service Orchestration: Integration of Components, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Domain Interconnection;4;;652;652;1;4/5/25;9/14/25
1:354;¶ 654;;"""You can mix and match components freely. For example you could use different object detectors for different cameras.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Management, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T9. Optimised AI/ML Execution at the Edge: Flexible Edge Computing Services;3;;654;654;1;4/5/25;9/14/25
1:355;¶ 656;;"""A common source of confusion is determining when messages are passed in the clear and when they are passed using encryption. There are two rules governing this behaviour: ClearFuncs is used for intra-master communication and during the initial authentication handshake between a minion and master during the key exchange. AESFuncs is used everywhere else.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Message Transmission, T2. Security, Privacy & Trust Management: Clear and Encrypted Message Handling, T2. Security, Privacy & Trust Management: Encryption Techniques, T2. Security, Privacy & Trust Management: Secure Communication;4;;656;656;1;4/5/25;9/14/25
1:356;¶ 658;;"""The salt-minion may fork other processes as required to do the work without blocking the main salt-minion process and this necessitates a mechanism by which those processes can communicate with each other.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Asynchronous Communication, T4. Modular Edge Architecture & Service Orchestration: Inter-Module Communication, T4. Modular Edge Architecture & Service Orchestration: Process Communication, T9. Optimised AI/ML Execution at the Edge: Efficient Execution;4;;658;658;1;4/5/25;9/14/25
1:357;¶ 660;;"""The number of workers is equivalent to the number of 'worker_threads' specified in the master configuration and is always at least one.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T7. Infrastructure Automation & Configuration Management: Configuration Management, T9. Optimised AI/ML Execution at the Edge: Worker Threads, T10. Resource Efficiency & Performance Optimisation: Performance Variability;4;;660;660;1;4/5/25;9/14/25
1:358;¶ 662;;"""Salt features a pluggable transport system to issue commands from a master to minions. The default transport is ZeroMQ.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T4. Modular Edge Architecture & Service Orchestration: Master-Minion Architecture, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Pluggable Transport System, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: ZeroMQ Transport, T14. Edge Development Frameworks & Programmability: Command Execution;5;;662;662;1;4/5/25;9/14/25
1:359;¶ 664;;"""When a Salt master starts up, a number of processes are started, all of which are called 'salt-master' in a process-list but have various role categories.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Process Role Categorization, T15. DevOps, CI/CD & Build Environments for Edge: New Process Initialization;3;;664;664;1;4/5/25;9/14/25
1:360;¶ 666;;"""By horizontally scaling the number of combiners, one can meet the needs of a growing number of clients.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T10. Resource Efficiency & Performance Optimisation: Growing Client Needs, T10. Resource Efficiency & Performance Optimisation: Scalability;3;;666;666;1;4/5/25;9/14/25
1:361;¶ 668;;"""Importantly, clients uses remote procedure calls (RPC) to ask for model updates tasks, thus the clients not require any open ingress ports!""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Client Connection Issues, T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Remote Control, T9. Optimised AI/ML Execution at the Edge: Model Deployment;4;;668;668;1;4/5/25;9/14/25
1:362;¶ 670;;"""The package is based on entry points in the client code, and can be customized to fit the needs of the user. This allows for a high degree of flexibility in terms of what kind of training and validation tasks that can be performed on the client side.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Flexible Edge Computing Services, T14. Edge Development Frameworks & Programmability: Custom Solutions, T14. Edge Development Frameworks & Programmability: Custom Tasks, T14. Edge Development Frameworks & Programmability: Tailored Solutions;4;;670;670;1;4/5/25;9/14/25
1:363;¶ 672;;"""A combiner is an actor whose main role is to orchestrate and aggregate model updates from a number of clients during a training session.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T9. Optimised AI/ML Execution at the Edge: Model Aggregation, T9. Optimised AI/ML Execution at the Edge: Simplified Distributed Training;3;;672;672;1;4/5/25;9/14/25
1:364;¶ 674;;"""Tier 3 also contain a Reducer component, which is responsible for aggregating combiner-level models into a single global model. Further, it contains a StateStore database, which is responsible for storing various states of the network and training sessions.""";[ATLAS] - Codifying Fragments;T7. Infrastructure Automation & Configuration Management: State Serialization, T9. Optimised AI/ML Execution at the Edge: Model Aggregation, T12. Data Storage, Persistence & Caching: Data Storage Management, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;4;;674;674;1;4/5/25;9/14/25
1:365;¶ 676;;"""The MQTT-SN Interface has been replaced with the new Simple Streaming format. We still support the MQTT-SN interface, but we will not be maintaining or adding any new features going forward.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface;2;;676;676;1;4/6/25;9/14/25
1:366;¶ 678;;"""To support a seamless experience across a variety of hardware platforms we needed a hardware-agnostic specification to manage sensors across an IoT stack.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: compatibility issues, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Compatibility, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications, T13. Sensor Abstraction & Hardware Interface Integration: Hardware-Agnostic Specification, T13. Sensor Abstraction & Hardware Interface Integration: IoT Integration, T14. Edge Development Frameworks & Programmability: Cross-Platform Runtime;6;;678;678;1;4/6/25;9/14/25
1:367;¶ 680;;"""By using MQTT and MQTT-SN protocols, it is possible to reuse the code and the overall code footprint can be minimized for the devices that have to retain dev-time and run-time protocol functionality.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T4. Modular Edge Architecture & Service Orchestration: Code Reusability, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T9. Optimised AI/ML Execution at the Edge: Runtime Optimization;5;;680;680;1;4/6/25;9/14/25
1:368;¶ 682;;"""The application messaging for this interface specification uses the well established MQTT and MQTT-SN protocols to interface with host applications or IoT cloud platforms.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Message Transmission, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T13. Sensor Abstraction & Hardware Interface Integration: IoT Integration;5;;682;682;1;4/6/25;9/14/25
1:369;¶ 684;;"""At a minimum, this involves basic connectivity for controlling the collection and data logging of sensor data from the hardware platform.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Connectivity Management, T1. Edge Connectivity & Communication Protocols: Data Transmission, T8. Observability, Monitoring & Diagnostics: Logger Configuration, T13. Sensor Abstraction & Hardware Interface Integration: Data Collection, T13. Sensor Abstraction & Hardware Interface Integration: Sensor Data Handling;5;;684;684;1;4/6/25;9/14/25
1:370;¶ 686;;"""With any long running process, it is important to not only Start it, but also to be able to cleanly Stop it. This is important for testing, but is also good practice. Nothing runs forever so we should never operate under this illusion.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Continuity, T4. Modular Edge Architecture & Service Orchestration: Process Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Illusion of Continuity, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T14. Edge Development Frameworks & Programmability: Testing Practices, T15. DevOps, CI/CD & Build Environments for Edge: New Process Initialization;6;;686;686;1;4/6/25;9/14/25
1:371;¶ 688;;"""The simplicity of this architecture makes it easy to extend with new functionality by writing a new client.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Extensible Design, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T10. Resource Efficiency & Performance Optimisation: Scalability, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;4;;688;688;1;4/6/25;9/14/25
