frag_ID,repo_ID,repo_name,quality_requirements (ISO 25010),fragments,fragments_source
F447,R225,thin-edge/thin-edge.io,Compatibility,"""Interoperability - thin-edge.io lets the users integrate components producing or consuming telemetry data, northbound with cloud platforms, southbound with sensors as well as for east-west communication between analytics components.""",https://thin-edge.github.io/thin-edge.io/understand/faq/#design-principles
F448,R225,thin-edge/thin-edge.io,Compatibility,"""MQTT client libraries are available for 25+ programming languages (see MQTT.org]).""",https://thin-edge.github.io/thin-edge.io/understand/faq/#why-does-thin-edgeio-use-mqtt-for-ipc
F449,R225,thin-edge/thin-edge.io,Maintainability,"""Using an IPC mechanism (and not a library) makes it easier to dynamically plug together components during runtime (instead of recompiling the software).""",https://thin-edge.github.io/thin-edge.io/understand/faq/#why-is-thin-edgeio-an-executable-binary-and-not-a-library
F450,R225,thin-edge/thin-edge.io,Flexibility,"""Multi-cloud - thin-edge.io enables users to connect their edge devices with multiple clouds. The actual cloud used can be decided at run-time by the end-user.""",https://thin-edge.github.io/thin-edge.io/understand/faq/#design-principles
F451,R235,TRUMPF-IoT/saf,Maintainability,"""A distributed application built upon the Service Application Framework (SAF) consists at least of two things: A SAF Host and a SAF Plug-in. The SAF Host is responsible for loading and initializing the SAF Infrastructure Services and for loading and initializing the SAF Plug-ins.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/index.md#overview
F452,R235,TRUMPF-IoT/saf,Maintainability,"""The Main Container stores the Infrastructure Services that are shared with the Plug-ins because they are added to the Plug-in specific DI containers as well.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/diContainerOverview.md#saf-dependency-injection-di-container-overview
F453,R235,TRUMPF-IoT/saf,Compatibility,"""SAFs messaging infrastructure provides a pub/sub messaging service used from SAF Plug-ins to communicate with each other.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/infrastructureAndToolboxServices.md#messaging-infrastructure
F454,R235,TRUMPF-IoT/saf,Flexibility,"""Communication between plug-ins running in the same host instance as well as the communication between plug-ins running in different SAF Host instances is done through SAFs messaging infrastructure, which mainly provides a pub/sub messaging service.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/infrastructureAndToolboxServices.md#saf-infrastructure-services
F455,R235,TRUMPF-IoT/saf,Flexibility,"""SAF runs on .NET Core and can easily be integrated into ASP.NET Core applications.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/index.md#smart-application-framework-saf
F456,R235,TRUMPF-IoT/saf,Performance Efficiency,"""SAFs storage infrastructure provides a service to store key/value pairs. The storage is local to one single SAF Host and can be used by all Plug-ins loaded from that host instance.""",https://github.com/TRUMPF-IoT/saf/blob/master/docs/infrastructureAndToolboxServices.md#storage-infrastructure
F457,R241,WasmEdge/WasmEdge,Security,"""WasmEdge is a standalone WebAssembly runtime where all WebAssembly bytecode runs independently within this execution sandbox, rather than being managed by the OS. Access to system resources, whether files, hardware, or internet connections, can only be achieved through the WebAssembly system interfaces provided by this virtual machine.""",https://github.com/WasmEdge/WasmEdge/blob/master/docs/self-assessment.md#security-functions-and-features
F458,R241,WasmEdge/WasmEdge,Maintainability,"""The WasmEdge ecosystem can be separated into the above layers: Core, Plug-ins, Tools, and Language supports.""",https://github.com/WasmEdge/WasmEdge/blob/master/docs/ecosystem.md#introduction
F459,R241,WasmEdge/WasmEdge,Reliability,"""WasmEdge follows a 90 days disclosure timeline. For known public security vulnerabilities, we will disclose the disclosure as soon as possible after receiving the report.""",https://github.com/WasmEdge/WasmEdge/blob/master/docs/self-assessment.md#security-issue-resolution
F460,R241,WasmEdge/WasmEdge,Performance Efficiency,"""WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime. It is the fastest Wasm VM today.""",https://github.com/WasmEdge/WasmEdge/blob/master/docs/self-assessment.md#overview
F461,R241,WasmEdge/WasmEdge,"Maintainability, Reliability","""The pull request must be approved by WasmEdge maintainer, committer or reviewers before merge. The pull request must pass the CI jobs before merge.""",https://github.com/WasmEdge/WasmEdge/blob/master/docs/self-assessment.md#secure-development-practices
F462,R242,watson-intu/self,Maintainability,"""The body.json is eventually going away in future releases to be replaced by a cloud based graph.""",https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md
F463,R242,watson-intu/self,Maintainability,"""According to the Self architecture document, the different subsystems (sensors, models, actuators, agency) have their own blackboard. Are these blackboard separated? If yes, do their agents talk to one another in the same environment?",https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md
F464,R242,watson-intu/self,Reliability,"""We are working to allow a single Intu instance in the cloud to handle a large number of users at the same time.""",https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md
F465,R242,watson-intu/self,Performance Efficiency,"""Sometimes some services we communicate with can act as orchestration layers. However, usually we handle orchestration within an agent inside Intu.""",https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md
F466,R247,Xilinx/Vitis-AI,Flexibility,"""Vitis™ AI 3.5 supports Zynq™ Ultrascale+™ and Versal™ AI Core architectures, however the IP for these devices is now considered mature and will not be updated with each release. Users should understand that we will continue to support these targets into the future and Vitis AI will update the pre-built board images and reference designs for these architectures with each major release (ie, 4.0).""",https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture#supported-evaluation-targets
F467,R247,Xilinx/Vitis-AI,Interaction Capability,"""In the early stages of evaluation, it is recommended that developers obtain and leverage a supported Vitis AI target platform. Several AMD evaluation platforms are directly supported with pre-built SD card images that enable the developer to evaluate the Vitis AI workflow. Because these images are ready-to-use, there is no immediate need for the developer to master the integration of the DPU IP.""",https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture#first-steps
F468,R247,Xilinx/Vitis-AI,Maintainability,"""For minor releases (x.5), users wishing to leverage these architectures have two choices:      Leverage Vitis™ AI 3.0 for initial evaluation and development.     Build a custom board Petalinux image for their target leveraging the Vitis AI 3.5 runtime and libraries.""",https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture#supported-evaluation-targets
F469,R247,Xilinx/Vitis-AI,Performance Efficiency,"""Also important is to review the Vitis AI Model Zoo performance metrics which will allow you to contrast the relative performance of each target family.""",https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture#first-steps
F470,R261,galliot-us/smart-social-distancing,Maintainability,"""The application architecture consists of two main parts that should be run separately; the Dashboard and the Processor.""",https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/
F471,R261,galliot-us/smart-social-distancing,Performance Efficiency,"""The Core creates an internal thread to perform the actual processing in a multithreaded fashion. This way, we can ensure that the Core is always listening on the cmd_queue, even while processing videos.""",https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/
F472,R261,galliot-us/smart-social-distancing,Reliability,"""If the Core component is not ready yet, the API will wait until the Core is up and ready and the queues are accessible.""",https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/
F473,R261,galliot-us/smart-social-distancing,"Flexibility, Compatibility, Interaction Capability","""We have achieved shippability and accessibility by 'Dockerizing' the Smart Social Distancing application.""",https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/
F474,R261,galliot-us/smart-social-distancing,Interaction Capability,"""Users can access these statistics through the Dashboard at any time.""",https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/
F475,R259,motion-ai/open-horizon,Maintainability,"""Patterns are composed of services and depend on a successful service build.""",https://github.com/motion-ai/open-horizon/blob/master/docs/PATTERN.md#1-introduction
F476,R259,motion-ai/open-horizon,Maintainability,"""There is one implementation of each script with a copy in every base service (e.g. base-ubuntu).""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#introduction
F477,R259,motion-ai/open-horizon,Maintainability,"""The service container for the yolo service is built from the base-ubuntu container.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#example-2-yolo
F478,R259,motion-ai/open-horizon,Maintainability,"""Multiple architectures are supported through the build.json configuration file.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#-buildjson
F479,R259,motion-ai/open-horizon,Reliability,"""Call the hzn_init() function with no arguments and expect a non-zero length string as result.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#step-1---initialize-status
F480,R259,motion-ai/open-horizon,Reliability,"""If the environment variable HZN_EXCHANGE_APIKEY is defined and the pattern is found in the exchange, the details for the pattern will be downloaded and added to the status.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#-hzn_init
F481,R259,motion-ai/open-horizon,Reliability,"""Nodes registered with a pattern may be tested with the make nodes-test command.""",https://github.com/motion-ai/open-horizon/blob/master/docs/PATTERN.md#34-test-nodes
F482,R259,motion-ai/open-horizon,Reliability,"""Performs nodes-clean and then purges bluehorizon, horizon, and horizon-cli packages from node.""",https://github.com/motion-ai/open-horizon/blob/master/docs/PATTERN.md#46-make-nodes-purge
F484,R259,motion-ai/open-horizon,Performance Efficiency,"""When a service container is instantiated on a node it is provided with a set of environment variables by the Open Horizon edge fabric.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#introduction
F485,R259,motion-ai/open-horizon,Performance Efficiency,"""This service continuously updates the CPU percentage utilization with a value between 0.0 and 100.0.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#example-1-cpu
F486,R259,motion-ai/open-horizon,Reliability,"""The build process currently only supports building single Docker container image and uses a single Dockerfile for all architectures.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#-dockerfile
F487,R259,motion-ai/open-horizon,Security,"""HZN_EXCHANGE_URL - the exchange host URL""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#introduction
F488,R259,motion-ai/open-horizon,Security,"""HZN_ORGANIZATION - the organization for the service (e.g. github@dcmartin.com)""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#introduction
F489,R259,motion-ai/open-horizon,Functional Suitability,"""The script detects if an executable program exists with the name of the service and .sh appended; if it does exist, the executable is invoked as a background process.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#-service_label
F490,R259,motion-ai/open-horizon,Functional Suitability,"""The last section of the run.sh script utilizes the socat utility to listen on a designated port and respond by invoking the service.sh script.""",https://github.com/motion-ai/open-horizon/blob/master/docs/DESIGN.md#step-3---respond-to-http
